,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,1400,7.244379666260901e-06,-0.0018646215065345,-0.0016138037049477,5619.9554367201,7.244379666260901e-06,-0.001615288041173,0.0018633358003263,0.0084106256877501,-0.1379496244674,0.0030004971277763,-1.5588774142892,-0.10588453689842998,0.11050495552463999,0.0022986118964868,-0.0085832615370174,6.145606683231599,3.1460775076286,0.0016153042861929,0.0019072959478197,-0.0079392213814881,14000.0,1400,10.0,50005775.338999994
1,1401,0.0016333430902973,-0.0016068506590551,0.0016205778152082,5623.295900178299,0.0016333430902973,0.0016192977232746,0.0016081406589749999,0.010150933030676,-0.13955225522880998,0.0045126795597323,-1.5570729355544999,-0.10593092552406,0.11292066671024001,0.0036771239020133,-0.010424358587437,6.1439985425726995,5.4934690279709,0.0022999858189181,0.0035265936710943,-0.0095725644717854,14010.0,1401,10.0,50005785.638000004
2,1402,0.0015072171161823,-0.0017019527976134,-0.0009754509126476401,5353.6684491978995,0.0015072171161823,-0.00097680591383636,0.0017011754803616,0.011584019101338999,-0.14126263316898002,0.0034423616720509,-1.5555733343263998,-0.10808997753655,0.11339909874209,0.0024995027681412,-0.011780478406748998,6.1422973670923,4.1373606412505,0.0017960660423878,0.0025497877572579,-0.011079781587968001,14020.0,1402,10.0,50005795.901
3,1403,-0.00099893884055565,0.00091015881174235,-0.0054302727484896,5808.905525846701,-0.00099893884055565,-0.0054295462429502,-0.00091448279439616,0.010204608012765,-0.14038150468146,-0.0019135107171089,-1.5569886016351002,-0.11161724620067,0.10852881080583,-0.0027367727263631,-0.010031402031655999,6.1432118498867,2.9596453668895,0.0055206748873217,-0.0028797584856923,-0.010080842747412,14030.0,1403,10.000000000002,50005805.105
4,1404,-0.00016655041610788001,8.2011345049335e-05,0.0074518040115176,5134.578134284,-0.00016655041610788001,0.0074518669566124,-7.607724846862801e-05,0.010561230496903,-0.14026079513319,0.005537252599914001,-1.5566331260229,-0.10567757958583002,0.11427314058564,0.0046654825869432,-0.010905859824613,6.1432879271352006,0.022346439234189,0.0074537279384317,0.0045721084709201,-0.0099142923313041,14040.0,1404,10.0,50005815.327
5,1405,-0.00022476882230581,0.012077674834305002,-0.0012674975838418,5424.4515745692,-0.00022476882230581,-0.0012578794068846,-0.012078680347041001,0.010279791813014,-0.12818921372868,0.0042231664907815,-1.5573777975075,-0.097244934957333,0.10378778565062,0.0034488599669101,-0.010515229032444,6.1553666074821995,2.9647701628895997,0.0012778034378358,0.0033142290640355,-0.0096895235089983,14050.0,1405,9.999999999998199,50005825.561000004
6,1406,-0.0025457510539111,-0.0031503730498219995,0.007231727960351,5757.5947712418,-0.0025457510539111,0.007229216941192,0.0031561308690786,0.0081946364613538,-0.13129642658420002,0.011624647178014,-1.5593305541879,-0.09390708112997699,0.11206024904026,0.010946130576976,-0.008923590349678002,6.152210476613099,0.33858672409143004,0.0076643607699081,0.010543446005227,-0.0071437724550873,14060.0,1406,10.0,50005835.791
7,1407,-0.00087078033396591,-0.0025062481914754,-0.0015054640580699,5877.357100415899,-0.00087078033396591,-0.0015074593731138,0.0025050485555824,0.0072119006066604,-0.13380343174696,0.010189055437661,-1.5602226418503002,-0.09701227030677699,0.11291396713686,0.0095666363687079,-0.0078616645541763,6.149705428057599,2.6177708862167,0.0017408883225556,0.0090359866321137,-0.0062729921211214,14070.0,1407,10.0,50005845.081999995
8,1408,0.0015801809772934,-0.0019734321478587,-0.00092906883616852,5985.9203802733,0.0015801809772934,-0.00093064003832153,0.0019726916798158,0.0087176817231725,-0.13578822331668,0.009162981485427,-1.5586441079991,-0.09935359067964801,0.11364128174978999,0.0084325561294315,-0.0093028181859438,6.147732736377701,4.1801376487486,0.0018338655353997,0.0081053465937921,-0.0078531730984147,14080.0,1408,10.0,50005855.313999996
9,1409,0.0013213431788819,-0.0078380135865328,-0.01070525001479,5482.073083779001,0.0013213431788819,-0.010711488240073999,0.0078294862248164,0.0092748698421435,-0.14367649874385002,-0.0015814830777669,-1.5577847363298,-0.11395530574453,0.11138519303092999,-0.0023586050808161,-0.0091233467339402,6.1399032501529005,3.2643301624347996,0.010792679376021998,-0.0026061416462815,-0.0091745162772966,14090.0,1409,10.0,50005865.594
10,1410,-0.0007786186479609201,-0.0017715150432966,-0.0050502650023319,5319.6678550208,-0.0007786186479609201,-0.0050516741058011,0.001767492820688,0.0081363459655116,-0.14547173360885998,-0.0065590059507388,-1.5588429650658,-0.1192835209474,0.10890399686416,-0.0072460112549705,-0.0076270470371363,6.1381357573322,2.988665257527,0.0051113264687529,-0.0076578157520826,-0.0083958976293357,14100.0,1410,10.0,50005875.883999996
